Codigo,Descripción,Agente,Porcentaje_Propiedad,Tipo_Unidad,Zona/Frontera,Tecnología
EGVD355,AXPO VENTA R.ESPECIAL 355,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD357,AXPO VENTA R. ESPECIAL 357,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD359,AXPO VENTA R.ESPECIAL 359,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD361,AXPO VENTA R.ESPECIAL 361,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD362,AXPO VENTA R.ESPECIAL 362,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD363,AXPO VENTA R. ESPECIAL 363,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD364,AXPO VENTA R. ESPECIAL 364,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD365,AXPO VENTA R. ESPECIAL 365,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD366,AXPO VENTA R.ESPECIAL 366,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD368,AXPO VENTA R. ESPECIAL 368,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD369,AXPO VENTA R. ESPECIAL 369,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD372,AXPO VENTA R. EGVD 372,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD373,AXPO VENTA R.ESPECIAL 373,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD375,AXPO VENTA R.ESPECIAL 375,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD376,AXPO VENTA R.ESPECIAL 376,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD379,AXPO VENTA R.ESPECIAL 379,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD381,AXPO VENTA R.ESPECIAL 381,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD385,AXPO VENTA R. ESPECIAL 385,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD386,AXPO VENTA R. ESPECIAL 386,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD388,AXPO VENTA R. EGVD 388,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD389,AXPO VENTA R. ESPECIAL 389,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD391,AXPO VENTA R. ESPECIAL 391,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD392,AXPO VENTA R. ESPECIAL 392,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD393,AXPO VENTA R. ESPECIAL 393,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
EGVD394,AXPO VENTA R. ESPECIAL 393,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD400,AXPO VENTA R. ESPECIAL 400,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
EGVD401,AXPO VENTA R. ESPECIAL 401,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
EGVD404,AXPO VENTA R. ESPECIAL 404,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
EGVD406,AXPO VENTA R. ESPECIAL 406,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD407,AXPO VENTA R. ESPECIAL 407,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD408,AXPO VENTA R. ESPECIAL 408,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD410,AXPO VENTA R. ESPECIAL 410,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD413,AXPO VENTA R. ESPECIAL 413,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD414,AXPO VENTA R. ESPECIAL 414,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
EGVD415,AXPO VENTA R. ESPECIAL 415,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
EGVD416,AXPO VENTA R. ESPECIAL 416,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
EGVD417,AXPO VENTA R. ESPECIAL 412,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
EGVD418,AXPO VENTA R. ESPECIAL 418,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD420,AXPO VENTA R. ESPECIAL 420,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
EGVD421,AXPO VENTA R. ESPECIAL 421,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
EGVD422,AXPO VENTA R. ESPECIAL 422,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
EGVD423,AXPO VENTA R. ESPECIAL 423,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
EGVD426,AXPO VENTA R. ESPECIAL 426,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
EGVD427,AXPO VENTA R. ESPECIAL 427,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
EGVD429,AXPO VENTA R. ESPECIAL 429,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD430,AXPO VENTA R. ESPECIAL 430,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
EGVD432,AXPO VENTA R. ESPECIAL 432,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD434,AXPO VENTA R. ESPECIAL 434,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD439,AXPO VENTA R. ESPECIAL 439,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD440,AXPO VENTA R. ESPECIAL 440,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
EGVD441,AXPO VENTA R. ESPECIAL 440,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
EGVD442,AXPO VENTA R. ESPECIAL 442,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
EGVD444,AXPO VENTA R. ESPECIAL 444,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD445,AXPO VENTA R. ESPECIAL 445,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD447,AXPO VENTA R. ESPECIAL 447,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD448,AXPO VENTA R. ESPECIAL 448,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD449,AXPO VENTA R. ESPECIAL 449,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD450,AXPO VENTA R. ESPECIAL 450,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD451,AXPO VENTA R. ESPECIAL 451,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD452,AXPO VENTA R. ESPECIAL 452,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD453,AXPO VENTA R. ESPECIAL 453,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD454,AXPO VENTA R. ESPECIAL 454,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD455,AXPO VENTA R. ESPECIAL 455,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD461,AXPO VENTA R. ESPECIAL 461,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD462,AXPO VENTA R. ESPECIAL 462,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD464,AXPO VENTA R. ESPECIAL 464,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD465,UOF MECANISMO LAISA1,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD466,AXPO VENTA R. ESPECIAL 466,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD467,AXPO VENTA R. ESPECIAL 467,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD468,UOF COPLA1 (CON MECANISMO),"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD469,AXPO VENTA R. ESPECIAL 469,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD470,AXPO VENTA R. ESPECIAL 470,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD471,AXPO VENTA R. ESPECIAL 471,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD472,AXPO VENTA R. ESPECIAL 472,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD473,AXPO VENTA R. ESPECIAL 473,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD474,AXPO VENTA R. ESPECIAL 474,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD475,AXPO VENTA R. ESPECIAL 472,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD476,AXPO VENTA R. ESPECIAL 476,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD478,UOF ENERGÍA EÓLICA ZENETE,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD479,"UOF ANTU SOLAR, S.L.","AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD481,AXPO VENTA R. ESPECIAL 481,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD482,AXPO VENTA R. ESPECIAL 482,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD483,AXPO VENTA R. ESPECIAL 483,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
EGVD484,AXPO VENTA R. ESPECIAL 484,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
EGVD485,AXPO VENTA R. ESPECIAL 485,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
EGVD486,AXPO VENTA R. ESPECIAL 486,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD487,AXPO VENTA R. ESPECIAL 487,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD489,AXPO VENTA R. ESPECIAL 489,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD490,"UOF  HYDRO BLUE IBERIA, S.L.","AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD491,UOF PLANTA FV 154,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD492,UOF INST. PINGUIN,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD493,UOF H. DEL TRASVASE,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD494,UOF COLMENA SUN BAECIENCE,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD495,"UOF HIDROMEDIA, S.A.","AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD496,"UOF ECOPARC BARCELONA, S.A.","AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
EGVD497,UOF NEOE. SC ECOENER NAVARRA,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD498,UOF NEOELEC BIOMASA FDP,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
EGVD499,UOF VALORITZACIONS (COGENERACI,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD500,UOF VALORITZACIONS (BIOGAS),"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
EGVD501,"UOF EÓLICA DEL PUERTO, S.L.","AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD502,"UOF DUNAS DF8, S.L.U.","AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD503,"UOF PROMOSOLAR JUWI 17, S.L.","AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD504,UOF SPV10,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD505,UOF SPV 3,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD506,UOF AZUC. IBER (AE),"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD507,UOF AZU. IBER (NO AE),"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD508,"UOF ANSA VIGILANCE, S.L.","AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD509,UOF SOLAR DE LA CONTRAVIESA 1,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD510,UOF SOLAR DE LA CONTRAVIESA 2,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
ELERV02,PRODUTORA,ELERGONE ENERGIA SA,100.0,GENERACION,ZONA PORTUGUESA,RE Tarifa CUR (uof)
ELVD001,ELEIA VD 001,"ELECTRICIDAD ELEIA, S.L.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
ELVD025,CLIFV21,"ELECTRICIDAD ELEIA, S.L.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
ELVD026,SOTALCA,"ELECTRICIDAD ELEIA, S.L.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
ELVD027,RETAMA,"ELECTRICIDAD ELEIA, S.L.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
ELVD028,RINCON,"ELECTRICIDAD ELEIA, S.L.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
ELVD029,VALDEF1,"ELECTRICIDAD ELEIA, S.L.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
ELVD030,VALDEF2,"ELECTRICIDAD ELEIA, S.L.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
ELVD031,CRUZDC,"ELECTRICIDAD ELEIA, S.L.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
ELVD032,CRISOL,"ELECTRICIDAD ELEIA, S.L.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EMORPC2,UOF CG2 GRUPOC2,"REPSOL SERVICIOS RENOVABLES, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EMORPRR,EMORPRR,"REPSOL SERVICIOS RENOVABLES, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
ENDGVD1,EG RE TARIFA REPRESENTANTE,"ENDESA GENERACIÓN, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
ENDRE01,PENINSULA FV AUTOCONSUMO EE,ENDESA ENERGÍA (Act.: Comercialización Reg. Esp.),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
ENDRE02,VENTA EXCE AC > 1 MW,ENDESA ENERGÍA (Act.: Comercialización Reg. Esp.),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
ENERE01,UNIDAD DE VENTA,ENERGIAREA EUROPE SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
ENFOV02,ENFOV02,ENFORCESCO SA,100.0,GENERACION,ZONA PORTUGUESA,RE Tarifa CUR (uof)
ENGNG02,COGENERACIONES,"CAPWATT RETAIL ELECTRICIDADE PT, S.A.",100.0,GENERACION,ZONA PORTUGUESA,RE Tarifa CUR (uof)
ENGNV02,UPAC CARVEMA,"CAPWATT RETAIL ELECTRICIDADE PT, S.A.",100.0,GENERACION,ZONA PORTUGUESA,RE Tarifa CUR (uof)
ENRVD02,CELULOSA DE ASTURIAS RTCEASA,MAGNON GREEN ENERGY SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
ENRVD03,ENCE ENERGIA HUELVA,MAGNON GREEN ENERGY SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
ENRVD04,ENCE ENERGIA Y CELULOSA,MAGNON GREEN ENERGY SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
ENRVD05,CELULOSA ENERGIA ,MAGNON GREEN ENERGY SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
ENRVD06,ENCE ENERGIA EXTREMADURA,MAGNON GREEN ENERGY SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
ENRVD07,CELULOSA DE ASTURIAS CGCEASA,MAGNON GREEN ENERGY SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
ENRVD09,LALOMA,MAGNON GREEN ENERGY SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
ENRVD10,ENEMANSA,MAGNON GREEN ENERGY SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
ENRVD11,LUCENA BIOMASA,MAGNON GREEN ENERGY SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
ENRVD12,LUCENA COGENERACION,MAGNON GREEN ENERGY SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
ENRVD14,ENCE ENERGIA HUELVA DOS,MAGNON GREEN ENERGY SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
ENRVD15,ENCE ENERGIA PUERTOLLANO,MAGNON GREEN ENERGY SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
ENRVD99,ENCE CBIO1,MAGNON GREEN ENERGY SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
ENURE01,ENURE01,ENERGIA NUFRI SLU,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
ENURE02,ENURE02,ENERGIA NUFRI SLU,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
ENURE03,ENURE03,ENERGIA NUFRI SLU,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
ENURE04,ENURE04,ENERGIA NUFRI SLU,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
ENURE05,ENURE05,ENERGIA NUFRI SLU,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
ENURE06,ENURE06,ENERGIA NUFRI SLU,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
ENURE07,LA JARA I,ENERGIA NUFRI SLU,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
ENURE08,ENURE08,ENERGIA NUFRI SLU,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
ENURE09,LA JARA 2,ENERGIA NUFRI SLU,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
ENURE10,LA RASA 1,ENERGIA NUFRI SLU,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
ENURE11,POAL FOTOVOLTAICA,ENERGIA NUFRI SLU,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
ENURE12,NUFRI SOLAR,ENERGIA NUFRI SLU,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
ENURE13,CASTELLANA,ENERGIA NUFRI SLU,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
ENURE14,MAS ROIG,ENERGIA NUFRI SLU,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
ENVD001,UOF FV ERPC,"ENERGIES RENOVABLES PÚBLIQUES DE CATALUNYA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
ENVD002,UOF HI ERPC,"ENERGIES RENOVABLES PÚBLIQUES DE CATALUNYA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
ENVD003,UOF FV ERPC GENERICA,"ENERGIES RENOVABLES PÚBLIQUES DE CATALUNYA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EOUVD01,REGSITI VENTA RE,"REGSITI COMERCIALIZADORA REGULADA, S.L.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EOUVD02,REGSITI VENTA RE,"REGSITI COMERCIALIZADORA REGULADA, S.L.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EOUVD03,REGSITI VENTA RE,"REGSITI COMERCIALIZADORA REGULADA, S.L.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EOUVD04,REGSITI VENTA RE,"REGSITI COMERCIALIZADORA REGULADA, S.L.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
EOUVD05,REGSITI VENTA RE,"REGSITI COMERCIALIZADORA REGULADA, S.L.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
EOUVD06,REGSITI VENTA RE,"REGSITI COMERCIALIZADORA REGULADA, S.L.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EOUVD07,REGSITI VENTA RE,"REGSITI COMERCIALIZADORA REGULADA, S.L.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Tar. CUR Eólica
EOUVD08,REGSITI VENTA RE,"REGSITI COMERCIALIZADORA REGULADA, S.L.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Tar. CUR Solar Fotovoltáica
EOUVD09,REGSITI VENTA RE,"REGSITI COMERCIALIZADORA REGULADA, S.L.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Tar. CUR Hidráulica
EOUVD10,REGSITI VENTA RE,"REGSITI COMERCIALIZADORA REGULADA, S.L.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Tar. CUR Térmica Renovable
EOUVD11,REGSITI VENTA RE,"REGSITI COMERCIALIZADORA REGULADA, S.L.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Tar. CUR Solar Térmica
EOUVD12,REGSITI VENTA RE,"REGSITI COMERCIALIZADORA REGULADA, S.L.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Tar. CUR Térmica no Renov.
ERUNV02,UNIDADE FISICA DE AGREGACAO,"ENERGIA UNIDA, S.A.",100.0,GENERACION,ZONA PORTUGUESA,RE Tarifa CUR (uof)
ESCCC1,C.C. ESCOMBRERAS 1,ENGIE CARTAGENA S.L,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
